"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-109.206845515","41.570851229","1305001","1780683","SFO-2006WYWSFD5288","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5288","","","","","","","","2006","2006/05/27 00:00:00+00","147","1619","Human","Railroad operations and maintenance","","2006/05/27 00:00:00+00","147","1928","0.1","A","41.57085757","-109.2068568","MISSING/NOT SPECIFIED","WY","","",""
"-110.763013781","43.557273627","1305002","1780702","SFO-2005WYWSFD5330","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5330","","","","","","","","2005","2005/07/16 00:00:00+00","197","1500","Human","Missing data/not specified/undetermined","","2005/07/16 00:00:00+00","197","1737","0.3","B","43.55728006","-110.7630257","MISSING/NOT SPECIFIED","WY","","",""
"-105.555766937","44.255213337","1305003","1780708","SFO-2004WYWSFD5346","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5346","","","","","","","","2004","2004/06/08 00:00:00+00","160","2130","Human","Misuse of fire by a minor","Minor","2004/06/08 00:00:00+00","160","","1","B","44.25522029","-105.5557778","MISSING/NOT SPECIFIED","WY","","",""
"-105.557756431","44.290063933","1305004","1780716","SFO-2004WYWSFD5369","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5369","","","","","","","","2004","2004/06/14 00:00:00+00","166","2132","Human","Smoking","","2004/06/14 00:00:00+00","166","","0.1","A","44.29007089","-105.5577673","MISSING/NOT SPECIFIED","WY","","",""
"-104.87037066","41.043334156","1305005","1780730","SFO-2004WYWSFD5414","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5414","","","","","","","","2004","2004/09/29 00:00:00+00","273","2331","Human","Missing data/not specified/undetermined","","2004/09/29 00:00:00+00","273","","0.1","A","41.04334076","-104.8703809","MISSING/NOT SPECIFIED","WY","","",""
"-105.533116035","44.301621089","1305006","1780731","SFO-2004WYWSFD5416","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5416","","","","","","","","2004","2004/06/19 00:00:00+00","171","1157","Human","Debris and open burning","","2004/06/19 00:00:00+00","171","1830","1","B","44.30162805","-105.5331269","MISSING/NOT SPECIFIED","WY","","",""
"-105.503984143","44.294025228","1305007","1780734","SFO-2004WYWSFD5429","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5429","","","","","","","","2004","2004/06/23 00:00:00+00","175","1550","Natural","Natural","","2004/06/23 00:00:00+00","175","2008","2","B","44.29403219","-105.503995","MISSING/NOT SPECIFIED","WY","","",""
"-105.866669118","41.136757047","1305008","1780739","SFO-2006WYWSFD5441","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5441","","","","","","","","2006","2006/03/30 00:00:00+00","89","1718","Human","Missing data/not specified/undetermined","","2006/03/30 00:00:00+00","89","","400","E","41.13676359","-105.8666796","MISSING/NOT SPECIFIED","WY","","",""
"-105.875030714","41.150621506","1305009","1780752","SFO-2006WYWSFD5473","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5473","","","","","","","","2006","2006/04/02 00:00:00+00","92","1708","Human","Recreation and ceremony","","2006/04/02 00:00:00+00","92","2005","1500","F","41.15062805","-105.8750412","MISSING/NOT SPECIFIED","WY","","",""
"-105.54192354","44.256492565","1305010","1780753","SFO-2006WYWSFD5476","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","5476","","","","","","","","2006","2006/05/20 00:00:00+00","140","2000","Natural","Natural","","2006/05/20 00:00:00+00","140","","0.2","A","44.25649952","-105.5419344","MISSING/NOT SPECIFIED","WY","","",""
"-104.204149404","43.982726228","1305011","1780759","SFO-2004WYWSFD549","NONFED","ST-NASF","ST/C&L","USWYWYS","Wyoming State Forestry","WYWSFD","Wyoming State Forestry","","549","","","","","","","","2004","2004/04/18 00:00:00+00","109","0610","Natural","Natural","","2004/04/18 00:00:00+00","109","0931","0.1","A","43.98273326","-104.2041599","MISSING/NOT SPECIFIED","WY","","",""
