"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-82.390413093","32.836993693","1825001","300245605","SFO-2015GAGAS-FY2015-Jefferson-050","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GAGAS","Georgia Forestry Commission","","FY2015-Jefferson-050","","FY2015-JEFFERSON-050","","","","","","2015","2015/05/29 00:00:00+00","149","1533","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","1617","0.1","A","32.837","-82.39041667","PRIVATE","GA","Jefferson           ","13163","Jefferson County"
"-122.983119612","38.523228038","1825002","300245606","SFO-2015CACDFLNU004452","NONFED","ST-NASF","ST/C&L","USCALNU","Sonoma-Lake Napa Unit","CALNU","Sonoma-Lake Napa Unit","","LNU004452","","","","","","","","2015","2015/05/29 00:00:00+00","149","1613","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","1635","0.01","A","38.523233","-122.983133","MISSING/NOT SPECIFIED","CA","SONOMA","06097","Sonoma County"
"-83.510215564","32.284857744","1825003","300245607","SFO-2015GAGAS-FY2015-Pulaski-021","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GAGAS","Georgia Forestry Commission","","FY2015-Pulaski-021","","FY2015-PULASKI-021","","","","","","2015","2015/05/29 00:00:00+00","149","1807","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","1821","4.51","B","32.28486389","-83.51021944","PRIVATE","GA","Pulaski             ","13235","Pulaski County"
"-84.730001381","31.239335797","1825004","300245608","SFO-2015GAGAS-FY2015-Miller-020","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GAGAS","Georgia Forestry Commission","","FY2015-Miller-020","","FY2015-MILLER-020","","","","","","2015","2015/05/29 00:00:00+00","149","1803","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","1837","0.8","B","31.23934167","-84.73000556","PRIVATE","GA","Miller              ","13201","Miller County"
"-120.949036873","38.91424485","1825005","300245609","SFO-2015CACDFAEU013780","NONFED","ST-NASF","ST/C&L","USCAAEU","Amador-El Dorado Unit","CAAEU","Amador-El Dorado Unit","","AEU013780","","","","","","","","2015","2015/05/29 00:00:00+00","149","1835","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","1858","1","B","38.91425","-120.94905","MISSING/NOT SPECIFIED","CA","EL DORADO","06017","El Dorado County"
"-81.97587158","32.07542441","1825006","300245610","SFO-2015GAGAS-FY2015-Tattnall-025","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GAGAS","Georgia Forestry Commission","","FY2015-Tattnall-025","","FY2015-TATTNALL-025","","","","","","2015","2015/05/29 00:00:00+00","149","1838","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","1941","0.31","B","32.07543056","-81.975875","PRIVATE","GA","Tattnall            ","13267","Tattnall County"
"-82.906351896","31.461596798","1825007","300245611","SFO-2015GAGAS-FY2015-Coffee-066","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GAGAS","Georgia Forestry Commission","","FY2015-Coffee-066","","FY2015-COFFEE-066","","","","","","2015","2015/05/29 00:00:00+00","149","1840","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","2005","1.1","B","31.46160278","-82.90635556","PRIVATE","GA","Coffee              ","13069","Coffee County"
"-67.640107421","44.667092798","1825008","300245612","SFO-2015ME_MES41105041","NONFED","ST-NASF","ST/C&L","USMEMES","Maine Forest Service","ME_MES","Maine Forest Service","","41105041","","PRESTON","","","","","","2015","2015/05/29 00:00:00+00","149","2000","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","2030","0.1","A","44.667102","-67.640107","MISSING/NOT SPECIFIED","ME","Washington","23029","Washington County"
"-81.542396874","27.600394889","1825009","300245613","SFO-2015FLFLS2015160283","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2015160283","","CORDOVA (28)","","","","","","2015","2015/05/29 00:00:00+00","149","2155","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","2341","2","B","27.6004","-81.5424","PRIVATE","FL","Highlands","12055","Highlands County"
"-121.068969846","38.977194854","1825010","300245614","SFO-2015CACDFNEU012583","NONFED","ST-NASF","ST/C&L","USCANEU","Nevada-Yuba-Placer Unit","CANEU","Nevada-Yuba-Placer Unit","","NEU012583","","","","","","","","2015","2015/05/29 00:00:00+00","149","2326","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","2355","0.01","A","38.9772","-121.068983","MISSING/NOT SPECIFIED","CA","PLACER","06061","Placer County"
"-121.476285662","45.745994398","1825011","300245615","SFO-2015WADNR2015WA370","NONFED","ST-NASF","ST/C&L","USWAWAS","Washington State Department of Natural Resources Headquarters","WADNR","Washington Department of Natural Resources","","2015WA370","","GUY CROW","","","","","","2015","2015/05/28 00:00:00+00","148","0802","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","0915","0.1","A","45.746","-121.4763","PRIVATE","WA","39","53039","Klickitat County"
"-71.764996057","44.273677996","1825012","300245616","SFO-2015NHFDL2015-096","NONFED","ST-NASF","ST/C&L","USNHNHS","New Hampshire Division of Forest and Lands","NHDFL","New Hampshire Division of Forest and Lands","","2015-096","","","","","","","","2015","2015/05/29 00:00:00+00","149","","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","","0.03","A","44.273687","-71.764997","MISSING/NOT SPECIFIED","NH","Grafton","33009","Grafton County"
"-70.718192544","41.955390393","1825013","300245617","SFO-2015MADCRMA020150388","NONFED","ST-NASF","ST/C&L","USMAMAS","Massachusetts Bureau of Forest Fire Control","MADCR","Massachusetts Department of Conservation and Recreation","","MA020150388","","PLYMOUTH","","","","","","2015","2015/05/29 00:00:00+00","149","1226","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","","0.25","A","41.955399","-70.718193","MISSING/NOT SPECIFIED","MA","Plymouth","25023","Plymouth County"
"-70.657524565","41.929010396","1825014","300245618","SFO-2015MADCRMA020150389","NONFED","ST-NASF","ST/C&L","USMAMAS","Massachusetts Bureau of Forest Fire Control","MADCR","Massachusetts Department of Conservation and Recreation","","MA020150389","","PLYMOUTH","","","","","","2015","2015/05/29 00:00:00+00","149","1405","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","","0.25","A","41.929019","-70.657525","MISSING/NOT SPECIFIED","MA","Plymouth","25023","Plymouth County"
"-70.815799503","42.112652366","1825015","300245619","SFO-2015MADCRMA020150181","NONFED","ST-NASF","ST/C&L","USMAMAS","Massachusetts Bureau of Forest Fire Control","MADCR","Massachusetts Department of Conservation and Recreation","","MA020150181","","HANOVER","","","","","","2015","2015/05/29 00:00:00+00","149","1538","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","","0.25","A","42.112661","-70.8158","MISSING/NOT SPECIFIED","MA","Plymouth","25023","Plymouth County"
"-70.908010485","41.893258411","1825016","300245620","SFO-2015MADCRMA020150301","NONFED","ST-NASF","ST/C&L","USMAMAS","Massachusetts Bureau of Forest Fire Control","MADCR","Massachusetts Department of Conservation and Recreation","","MA020150301","","MIDDLEBOROUGH","","","","","","2015","2015/05/29 00:00:00+00","149","1832","Human","Debris and open burning","","2015/05/29 00:00:00+00","149","","0.25","A","41.893267","-70.908011","MISSING/NOT SPECIFIED","MA","Plymouth","25023","Plymouth County"
