"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-80.68789716","26.332695183","2185001","400518982","SFO-2019FLFLS2019180210","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019180210","","SUNDAY  (6)","","","","","","2019","2019/10/27 00:00:00+00","300","1135","Human","Equipment and vehicle use","","2019/10/30 00:00:00+00","303","1419","499","E","26.3327","-80.6879","STATE","FL","Broward","12011","Broward County"
"-81.539396767","30.655994161","2185002","400518983","SFO-2019FLFLS2019070304","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019070304","","SWEETBRIAR (45)","","","","","","2019","2019/09/14 00:00:00+00","257","1600","Human","Missing data/not specified/undetermined","","2019/09/14 00:00:00+00","257","1705","0.6","B","30.656","-81.5394","PRIVATE","FL","Nassau","12089","Nassau County"
"-81.474596899","27.457694923","2185003","400518984","SFO-2019FLFLS2019160540","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019160540","","SEAWOOD  (28)","","","","","","2019","2019/11/05 00:00:00+00","309","0945","Human","Power generation/transmission/distribution","","2019/11/05 00:00:00+00","309","1110","0.2","A","27.4577","-81.4746","PRIVATE","FL","Highlands","12055","Highlands County"
"-81.543296873","27.642194879","2185004","400518985","SFO-2019FLFLS2019160296","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019160296","","BOWDEN (28)","","","","","","2019","2019/05/19 00:00:00+00","139","1615","Human","Debris and open burning","","2019/05/20 00:00:00+00","140","1025","0.5","B","27.6422","-81.5433","PRIVATE","FL","Highlands","12055","Highlands County"
"-80.631297123","28.11899474","2185005","400518986","SFO-2019FLFLS2019120271","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019120271","","MAGNOLIA FIRE (05)","","","","","","2019","2019/05/24 00:00:00+00","144","1140","Human","Arson/incendiarism","","2019/05/24 00:00:00+00","144","1451","0.5","B","28.119","-80.6313","MUNICIPAL/LOCAL","FL","Brevard","12009","Brevard County"
"-81.084096975","28.605694634","2185006","400518987","SFO-2019FLFLS2019120146","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019120146","","CHRISTMAS FIRE (48)","","","","","","2019","2019/03/15 00:00:00+00","74","1630","Human","Power generation/transmission/distribution","","2019/03/15 00:00:00+00","74","1703","1","B","28.6057","-81.0841","PRIVATE","FL","Orange","12095","Orange County"
"-86.210595439","30.350394374","2185007","400518988","SFO-2019FLFLS2019020485","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019020485","","PUBLIX FIRE (66)","","","","","","2019","2019/03/23 00:00:00+00","82","1615","Human","Recreation and ceremony","","2019/03/23 00:00:00+00","82","1932","7","B","30.3504","-86.2106","STATE","FL","Walton","12131","Walton County"
"-82.36879664","27.454194945","2185008","400518989","SFO-2019FLFLS2019150124","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019150124","","UIHLEIN RD (41)","","","","","","2019","2019/03/09 00:00:00+00","68","1305","Human","Debris and open burning","","2019/03/09 00:00:00+00","68","1518","14","C","27.4542","-82.3688","PRIVATE","FL","Manatee","12081","Manatee County"
"-81.999096639","30.507994209","2185009","400518990","SFO-2019FLFLS2019070164","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019070164","","ROWE AVENUE (45)","","","","","","2019","2019/05/18 00:00:00+00","138","0256","Human","Arson/incendiarism","","2019/05/18 00:00:00+00","138","0635","0.4","B","30.508","-81.9991","PRIVATE","FL","Nassau","12089","Nassau County"
"-85.108995726","30.944194206","2185010","400518991","SFO-2019FLFLS2019021370","NONFED","ST-NASF","ST/C&L","USFLFLS","Florida Forest Service","FLFLS","Florida Forest Service","","2019021370","","LIBERTY HILL (32)","","","","","","2019","2019/09/30 00:00:00+00","273","1830","Human","Arson/incendiarism","","2019/09/30 00:00:00+00","273","2037","0.2","A","30.9442","-85.109","PRIVATE","FL","Jackson","12063","Jackson County"
