"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-84.144829128","35.012793289","1510001","201195096","SFO-2011NCNCSNCST-020-20110019","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-020-20110019","","LUTHER","","","","","","2011","2011/03/17 00:00:00+00","76","1751","Human","Debris and open burning","","2011/03/17 00:00:00+00","76","1820","0.1","A","35.0128","-84.14483333","PRIVATE","NC","Cherokee","37039","Cherokee County"
"-76.074414824","36.172276079","1510002","201195098","SFO-2011NCNCSNCST-070-20110020","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-070-20110020","","SANDPIPER","","","","","","2011","2011/08/07 00:00:00+00","219","1456","Human","Debris and open burning","","2011/08/07 00:00:00+00","219","1517","0.5","B","36.17228333","-76.07441667","PRIVATE","NC","Pasquotank","37139","Pasquotank County"
"-78.908680704","34.525426533","1510003","201195099","SFO-2011NCNCSNCST-078-20110139","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-078-20110139","","BEULAH & MATTHEW'S BLUFF RD.","","","","","","2011","2011/07/04 00:00:00+00","185","0830","Natural","Natural","","2011/07/04 00:00:00+00","185","1128","10","C","34.52543333","-78.90868333","PRIVATE","NC","Robeson","37155","Robeson County"
"-79.053847324","34.643559852","1510004","201195100","SFO-2011NCNCSNCST-078-20110140","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-078-20110140","","STUMP HOLE","","","","","","2011","2011/07/18 00:00:00+00","199","1445","Human","Arson/incendiarism","","2011/07/18 00:00:00+00","199","1624","2","B","34.64356667","-79.05385","PRIVATE","NC","Robeson","37155","Robeson County"
"-77.913730924","36.113842824","1510005","201195101","SFO-2011NCNCSNCST-064-20110041","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-064-20110041","","EAST HILLARDSTON ROAD","","","","","","2011","2011/06/03 00:00:00+00","154","1638","Human","Debris and open burning","","2011/06/03 00:00:00+00","154","1717","0.6","B","36.11385","-77.91373333","PRIVATE","NC","Nash","37127","Nash County"
"-80.981713326","36.308592896","1510006","201195102","SFO-2011NCNCSNCST-097-20110049","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-097-20110049","","519 SPICER ROAD","","","","","","2011","2011/04/07 00:00:00+00","97","1227","Human","Equipment and vehicle use","","2011/04/07 00:00:00+00","97","1310","0.3","B","36.3086","-80.98171667","PRIVATE","NC","Wilkes","37193","Wilkes County"
"-80.540663517","35.249659773","1510007","201195103","SFO-2011NCNCSNCST-013-20110049","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-013-20110049","","C CONVERTER","","","","","","2011","2011/03/16 00:00:00+00","75","1720","Human","Equipment and vehicle use","","2011/03/16 00:00:00+00","75","1805","0.1","A","35.24966667","-80.54066667","PRIVATE","NC","Cabarrus","37025","Cabarrus County"
"-80.542313517","35.249626433","1510008","201195104","SFO-2011NCNCSNCST-013-20110050","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-013-20110050","","NEXT C CONVERTER","","","","","","2011","2011/03/16 00:00:00+00","75","1720","Human","Equipment and vehicle use","","2011/03/16 00:00:00+00","75","1805","0.1","A","35.24963333","-80.54231667","PRIVATE","NC","Cabarrus","37025","Cabarrus County"
"-81.060805581","35.268113948","1510009","201195105","SFO-2011NCNCSNCST-036-20110055","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-036-20110055","","OLD HANKS 4","","","","","","2011","2011/04/08 00:00:00+00","98","1730","Human","Misuse of fire by a minor","Minor","2011/04/08 00:00:00+00","98","1800","0.2","A","35.26812083","-81.06080889","PRIVATE","NC","Gaston","37071","Gaston County"
"-80.487246822","35.986726274","1510010","201195106","SFO-2011NCNCSNCST-030-20110014","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-030-20110014","","BROOKHAVEN","","","","","","2011","2011/03/04 00:00:00+00","63","1504","Human","Debris and open burning","","2011/03/04 00:00:00+00","63","1520","0.2","A","35.98673333","-80.48725","PRIVATE","NC","Davie","37059","Davie County"
"-78.94999727","36.283326155","1510011","201195107","SFO-2011NCNCSNCST-073-20110019","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-073-20110019","","BAD LEAD","","","","","","2011","2011/04/06 00:00:00+00","96","1606","Human","Debris and open burning","","2011/04/06 00:00:00+00","96","1636","0.5","B","36.28333333","-78.95","PRIVATE","NC","Person","37145","Person County"
"-80.615180122","35.84169298","1510012","201195108","SFO-2011NCNCSNCST-030-20110015","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-030-20110015","","LITTLE EGYPT","","","","","","2011","2011/03/18 00:00:00+00","77","1247","Human","Debris and open burning","","2011/03/18 00:00:00+00","77","1308","0.3","B","35.8417","-80.61518333","PRIVATE","NC","Davie","37059","Davie County"
"-80.538163476","36.013176271","1510013","201195109","SFO-2011NCNCSNCST-030-20110016","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-030-20110016","","DUNN FIRE","","","","","","2011","2011/03/18 00:00:00+00","77","1534","Human","Debris and open burning","","2011/03/18 00:00:00+00","77","1600","0.3","B","36.01318333","-80.53816667","PRIVATE","NC","Davie","37059","Davie County"
"-80.40688018","35.919876286","1510014","201195110","SFO-2011NCNCSNCST-030-20110017","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-030-20110017","","GRAPEVINE FIRE","","","","","","2011","2011/03/18 00:00:00+00","77","1425","Human","Missing data/not specified/undetermined","","2011/03/18 00:00:00+00","77","1438","0.2","A","35.91988333","-80.40688333","PRIVATE","NC","Davie","37059","Davie County"
"-79.680630409","35.733359638","1510015","201195111","SFO-2011NCNCSNCST-076-20110037","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-076-20110037","","BAY DOE","","","","","","2011","2011/04/20 00:00:00+00","110","1553","Human","Misuse of fire by a minor","Minor","2011/04/20 00:00:00+00","110","1608","0.1","A","35.73336667","-79.68063333","PRIVATE","NC","Randolph","37151","Randolph County"
"-79.001947247","36.399992802","1510016","201195112","SFO-2011NCNCSNCST-073-20110020","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-073-20110020","","SHIRT HOUSE RAT","","","","","","2011","2011/04/19 00:00:00+00","109","1806","Human","Debris and open burning","","2011/04/19 00:00:00+00","109","1817","0.2","A","36.4","-79.00195","PRIVATE","NC","Person","37145","Person County"
"-79.069330638","34.872143132","1510017","201195113","SFO-2011NCNCSNCST-078-20110075","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-078-20110075","","CHRENSHAW RD. FIRE","","","","","","2011","2011/02/23 00:00:00+00","54","0345","Human","Arson/incendiarism","","2011/02/23 00:00:00+00","54","0500","2","B","34.87215","-79.06933333","PRIVATE","NC","Robeson","37155","Robeson County"
"-79.071880653","34.569043199","1510018","201195114","SFO-2011NCNCSNCST-078-20110067","NONFED","ST-NASF","ST/C&L","USNCNCS","North Carolina Forest Service","NCST","North Carolina Division of Forest Resources","","NCST-078-20110067","","SHOOTER FIRE","","","","","","2011","2011/02/19 00:00:00+00","50","1810","Human","Arson/incendiarism","","2011/02/19 00:00:00+00","50","1855","7","B","34.56905","-79.07188333","PRIVATE","NC","Robeson","37155","Robeson County"
