"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-85.73986451","44.768121558","485001","522062","SFO-2008MIDNR-2008280004","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008280004","","GRAND TRAVERSE 04                                 ","","","","","","2008","2008/04/16 00:00:00+00","107","2100","Human","Misuse of fire by a minor","Minor","2008/04/16 00:00:00+00","107","2215","1","B","44.76813","-85.73987","PRIVATE","MI","Grand Traverse","26055","Grand Traverse County"
"-85.382494629","44.686881551","485002","522063","SFO-2008MIDNR-2008280008","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008280008","","GRAND TRAVERSE 05                                 ","","","","","","2008","2008/04/19 00:00:00+00","110","1400","Human","Recreation and ceremony","","2008/04/20 00:00:00+00","111","1510","0.1","A","44.68689","-85.3825","STATE","MI","Grand Traverse","26055","Grand Traverse County"
"-85.532634589","44.638471567","485003","522064","SFO-2008MIDNR-2008280009","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008280009","","GRAND TRAVERSE 06                                 ","","","","","","2008","2008/04/24 00:00:00+00","115","1615","Human","Equipment and vehicle use","","2008/04/24 00:00:00+00","115","1800","8.2","B","44.63848","-85.53264","PRIVATE","MI","Grand Traverse","26055","Grand Traverse County"
"-85.427734615","44.695401552","485004","522065","SFO-2008MIDNR-2008280011","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008280011","","GRAND TRAVERSE 07                                 ","","","","","","2008","2008/05/13 00:00:00+00","134","1400","Human","Debris and open burning","","2008/05/13 00:00:00+00","134","1426","0.2","A","44.69541","-85.42774","PRIVATE","MI","Grand Traverse","26055","Grand Traverse County"
"-85.769094501","44.77055156","485005","522066","SFO-2008MIDNR-2008280012","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008280012","","GRAND TRAVERSE 08                                 ","","","","","","2008","2008/05/30 00:00:00+00","151","1655","Human","Debris and open burning","","2008/06/01 00:00:00+00","153","1745","0.5","B","44.77056","-85.7691","PRIVATE","MI","Grand Traverse","26055","Grand Traverse County"
"-85.336374659","44.55079157","485006","522067","SFO-2008MIDNR-2008280013","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008280013","","GRAND KAL WEST                                    ","","","","","","2008","2008/10/11 00:00:00+00","285","0800","Human","Recreation and ceremony","","2008/10/12 00:00:00+00","286","1101","1","B","44.5508","-85.33638","STATE","MI","Grand Traverse","26055","Grand Traverse County"
"-88.265723425","47.178981346","485007","522068","SFO-2008MIDNR-2008310002","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008310002","","RICE LAKE III                                     ","","","","","","2008","2008/08/11 00:00:00+00","224","1430","Human","Smoking","","2008/08/11 00:00:00+00","224","1800","2","B","47.17899","-88.26573","PRIVATE","MI","Houghton","26061","Houghton County"
"-88.251093428","47.184791345","485008","522069","SFO-2008MIDNR-2008310003","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008310003","","BLUEBERRY HILL                                    ","","","","","","2008","2008/08/21 00:00:00+00","234","1700","Human","Smoking","","2008/08/23 00:00:00+00","236","2030","0.2","A","47.1848","-88.2511","PRIVATE","MI","Houghton","26061","Houghton County"
"-88.927163267","46.856991437","485009","522070","SFO-2008MIDNR-2008310004","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008310004","","RAINSTORM                                         ","","","","","","2008","2008/09/02 00:00:00+00","246","1530","Natural","Natural","","2008/09/02 00:00:00+00","246","1615","0.1","A","46.857","-88.92717","STATE","MI","Houghton","26061","Houghton County"
"-83.350365284","44.471041474","485010","522071","SFO-2008MIDNR-2008350002","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008350002","","IOSCO 01                                          ","","","","","","2008","2008/04/27 00:00:00+00","118","1054","Human","Missing data/not specified/undetermined","","2008/04/27 00:00:00+00","118","1121","1","B","44.47105","-83.35037","PRIVATE","MI","Iosco","26069","Iosco County"
"-88.458623499","46.215671501","485011","522072","SFO-2008MIDNR-2008360001","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008360001","","TOWNLINE RD                                       ","","","","","","2008","2008/05/01 00:00:00+00","122","1158","Human","Debris and open burning","","2008/05/01 00:00:00+00","122","1330","4.7","B","46.21568","-88.45863","PRIVATE","MI","Iron","26071","Iron County"
"-88.299793546","46.222781489","485012","522073","SFO-2008MIDNR-2008360002","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008360002","","MCCUTCHEON CREEK                                  ","","","","","","2008","2008/05/10 00:00:00+00","131","1300","Human","Equipment and vehicle use","","2008/05/10 00:00:00+00","131","1350","1.3","B","46.22279","-88.2998","PRIVATE","MI","Iron","26071","Iron County"
"-88.453473503","46.192611504","485013","522074","SFO-2008MIDNR-2008360003","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008360003","","FIRE LAKE ROAD                                    ","","","","","","2008","2008/05/23 00:00:00+00","144","1435","Human","Equipment and vehicle use","","2008/05/24 00:00:00+00","145","1520","0.3","B","46.19262","-88.45348","PRIVATE","MI","Iron","26071","Iron County"
"-84.607774965","43.794601655","485014","522075","SFO-2008MIDNR-2008370001","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008370001","","ISABELLA 01                                       ","","","","","","2008","2008/04/18 00:00:00+00","109","2320","Human","Debris and open burning","","2008/04/19 00:00:00+00","110","0130","0.2","A","43.79461","-84.60778","PRIVATE","MI","Isabella","26073","Isabella County"
"-84.916754894","43.561361711","485015","522076","SFO-2008MIDNR-2008370002","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008370002","","ISABELLA 02                                       ","","","","","","2008","2008/04/24 00:00:00+00","115","1240","Human","Missing data/not specified/undetermined","","2008/04/24 00:00:00+00","115","1430","5","B","43.56137","-84.91676","PRIVATE","MI","Isabella","26073","Isabella County"
"-84.997144852","43.723711688","485016","522077","SFO-2008MIDNR-2008370003","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008370003","","ISABELLA 03                                       ","","","","","","2008","2008/04/24 00:00:00+00","115","1425","Human","Missing data/not specified/undetermined","","2008/04/24 00:00:00+00","115","1650","42","C","43.72372","-84.99715","PRIVATE","MI","Isabella","26073","Isabella County"
"-84.85460489","43.78259167","485017","522078","SFO-2008MIDNR-2008370004","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008370004","","ISABELLA 04                                       ","","","","","","2008","2008/04/24 00:00:00+00","115","1545","Human","Debris and open burning","","2008/04/24 00:00:00+00","115","1825","50","C","43.7826","-84.85461","PRIVATE","MI","Isabella","26073","Isabella County"
"-85.062864732","44.654441538","485018","522079","SFO-2008MIDNR-2008400001","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008400001","","KALKASKA 01                                       ","","","","","","2008","2008/04/14 00:00:00+00","105","1720","Human","Debris and open burning","","2008/04/14 00:00:00+00","105","1830","3","B","44.65445","-85.06287","PRIVATE","MI","Kalkaska","26079","Kalkaska County"
"-85.20980469","44.622741552","485019","522080","SFO-2008MIDNR-2008400002","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008400002","","KALKASKA 02                                       ","","","","","","2008","2008/04/15 00:00:00+00","106","1230","Human","Debris and open burning","","2008/04/15 00:00:00+00","106","1402","14.8","C","44.62275","-85.20981","PRIVATE","MI","Kalkaska","26079","Kalkaska County"
"-85.1395447","44.725631531","485020","522081","SFO-2008MIDNR-2008400003","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008400003","","KALKASKA 03                                       ","","","","","","2008","2008/04/15 00:00:00+00","106","1650","Human","Debris and open burning","","2008/05/15 00:00:00+00","136","1720","0.2","A","44.72564","-85.13955","PRIVATE","MI","Kalkaska","26079","Kalkaska County"
"-85.259724661","44.745281534","485021","522082","SFO-2008MIDNR-2008400004","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008400004","","KALKASKA 04                                       ","","","","","","2008","2008/04/19 00:00:00+00","110","1300","Human","Recreation and ceremony","","2008/04/20 00:00:00+00","111","1408","0.1","A","44.74529","-85.25973","STATE","MI","Kalkaska","26079","Kalkaska County"
"-85.224094678","44.689361542","485022","522083","SFO-2008MIDNR-2008400005","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008400005","","KALKASKA 05                                       ","","","","","","2008","2008/04/23 00:00:00+00","114","1345","Human","Recreation and ceremony","","2008/04/24 00:00:00+00","115","1445","1.5","B","44.68937","-85.2241","STATE","MI","Kalkaska","26079","Kalkaska County"
"-85.264304677","44.58885156","485023","522084","SFO-2008MIDNR-2008400011","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008400011","","S BUTLER RD-KALKASKA 06                           ","","","","","","2008","2008/05/25 00:00:00+00","146","1410","Human","Missing data/not specified/undetermined","","2008/05/25 00:00:00+00","146","1455","2","B","44.58886","-85.26431","PRIVATE","MI","Kalkaska","26079","Kalkaska County"
"-85.151714694","44.747991528","485024","522085","SFO-2008MIDNR-2008400013","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008400013","","LOG LAKE-KALKASKA 7                               ","","","","","","2008","2008/06/04 00:00:00+00","156","1703","Human","Arson/incendiarism","","2008/06/04 00:00:00+00","156","1730","0.3","B","44.748","-85.15172","COUNTY","MI","Kalkaska","26079","Kalkaska County"
"-87.811833532","47.408701283","485025","522086","SFO-2008MIDNR-2008420001","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008420001","","HOAR LAKE                                         ","","","","","","2008","2008/08/23 00:00:00+00","236","2030","Natural","Natural","","2008/08/25 00:00:00+00","238","1230","0.1","A","47.40871","-87.81184","PRIVATE","MI","Keweenaw","26083","Keweenaw County"
"-88.276063397","47.347151323","485026","522087","SFO-2008MIDNR-2008420002","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008420002","","NONAME                                            ","","","","","","2008","2008/10/30 00:00:00+00","304","0500","Human","Recreation and ceremony","","2008/10/31 00:00:00+00","305","0830","31.5","C","47.34716","-88.27607","PRIVATE","MI","Keweenaw","26083","Keweenaw County"
"-85.818814578","43.943541697","485027","522088","SFO-2008MIDNR-2008430003","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008430003","","LAKE 01                                           ","","","","","","2008","2008/05/24 00:00:00+00","145","0950","Human","Equipment and vehicle use","","2008/05/24 00:00:00+00","145","0959","0.1","A","43.94355","-85.81882","PRIVATE","MI","Lake","26085","Lake County"
"-85.626504622","44.079561664","485028","522089","SFO-2008MIDNR-2008430004","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008430004","","LAKE 02                                           ","","","","","","2008","2008/05/24 00:00:00+00","145","1715","Human","Arson/incendiarism","","2008/05/24 00:00:00+00","145","1900","0.1","A","44.07957","-85.62651","PRIVATE","MI","Lake","26085","Lake County"
"-85.650394626","43.976311682","485029","522090","SFO-2008MIDNR-2008430006","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008430006","","LAKE 03                                           ","","","","","","2008","2008/05/28 00:00:00+00","149","1845","Human","Arson/incendiarism","","2008/05/28 00:00:00+00","149","2000","0.5","B","43.97632","-85.6504","STATE","MI","Lake","26085","Lake County"
"-85.838434558","44.067881678","485030","522091","SFO-2008MIDNR-2008430009","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008430009","","LAKE 04                                           ","","","","","","2008","2008/09/01 00:00:00+00","245","1945","Human","Equipment and vehicle use","","2008/09/02 00:00:00+00","246","2115","0.1","A","44.06789","-85.83844","PRIVATE","MI","Lake","26085","Lake County"
"-83.34705542","43.127541701","485031","522092","SFO-2008MIDNR-2008440002","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008440002","","LAPEER 01                                         ","","","","","","2008","2008/04/29 00:00:00+00","120","2045","Human","Missing data/not specified/undetermined","","2008/04/30 00:00:00+00","121","0030","22.3","C","43.12755","-83.34706","STATE","MI","Lapeer","26087","Lapeer County"
"-85.697424512","44.86493154","485032","522093","SFO-2008MIDNR-2008450001","NONFED","ST-NASF","ST/C&L","USMIMIS","Michigan Department of Natural Resources","MIMIS","Michigan Department of Natural Resources","","2008450001","","LEELANAU 01                                       ","","","","","","2008","2008/04/16 00:00:00+00","107","1550","Human","Missing data/not specified/undetermined","","2008/04/16 00:00:00+00","107","1745","6.5","B","44.86494","-85.69743","PRIVATE","MI","Leelanau","26089","Leelanau County"
