"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-121.157425781","39.375505828","310001","316219","W-563887","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","OREGON HILL RD SIDE","","","","","","2001","2001/08/16 00:00:00+00","228","0828","Human","Missing data/not specified/undetermined","","2001/08/16 00:00:00+00","228","0845","0.1","A","39.375511","-121.157439","PRIVATE","CA","Yuba","06115","Yuba County"
"-120.750305941","38.61958386","310002","316220","W-563279","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","D AGOSTINI","","","","","","2001","2001/08/16 00:00:00+00","228","1036","Human","Equipment and vehicle use","","2001/08/16 00:00:00+00","228","1055","0.3","B","38.619589","-120.750319","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.940225849","39.108413833","310003","316221","W-563888","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","80","","","","","","2001","2001/08/16 00:00:00+00","228","1246","Human","Equipment and vehicle use","","2001/08/17 00:00:00+00","229","1700","35","C","39.108419","-120.940239","PRIVATE","CA","Placer","06061","Placer County"
"-118.474787634","35.638594987","310004","316222","W-103802","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D053","KEYSVILLE","","","","","","2001","2001/08/16 00:00:00+00","228","1310","Human","Recreation and ceremony","","2001/08/16 00:00:00+00","228","1800","0.1","A","35.6386","-118.4748","BLM","CA","","",""
"-120.904675879","38.919013847","310005","316223","W-563280","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","SLIGER","","","","","","2001","2001/08/16 00:00:00+00","228","1618","Human","Missing data/not specified/undetermined","","2001/08/16 00:00:00+00","228","1636","0.1","A","38.919019","-120.904689","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.862205927","38.591225871","310006","316224","W-563282","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","CRYSTAL","","","","","","2001","2001/08/17 00:00:00+00","229","1214","Human","Missing data/not specified/undetermined","","2001/08/17 00:00:00+00","229","1218","0.1","A","38.591231","-120.862219","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.886705896","38.804575855","310007","316225","W-563283","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","MURPHY","","","","","","2001","2001/08/17 00:00:00+00","229","1819","Human","Arson/incendiarism","","2001/08/18 00:00:00+00","230","1600","50","C","38.804581","-120.886719","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.938536906","38.664075871","310008","316226","W-563284","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","SHINGLE","","","","","","2001","2001/08/17 00:00:00+00","229","1902","Human","Missing data/not specified/undetermined","","2001/08/17 00:00:00+00","229","1908","0.1","A","38.664081","-120.93855","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.680487","38.22519489","310009","316227","W-103810","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D058","LEONARD","2001_CA-TCU-6112_LEONARD","","CA3821812062320010818","LEONARD","","2001","2001/08/18 00:00:00+00","230","1200","Human","Equipment and vehicle use","","2001/09/01 00:00:00+00","244","1800","6800","G","38.2252","-120.6805","PRIVATE","CA","","",""
"-120.251287124","37.746294901","310010","316228","W-103806","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D055","CREEK","2001_CA-MMU-014026_CREEK","","CA3777412023620010818","CREEK","","2001","2001/08/18 00:00:00+00","230","1200","Human","Arson/incendiarism","","2001/09/04 00:00:00+00","247","1800","11185","G","37.7463","-120.2513","BLM","CA","","",""
"-120.678986975","38.431713871","310011","316229","W-563285","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","RAINBOW","","","","","","2001","2001/08/18 00:00:00+00","230","1711","Human","Misuse of fire by a minor","Minor","2001/08/18 00:00:00+00","230","1721","0.1","A","38.431719","-120.679","PRIVATE","CA","Amador","06005","Amador County"
"-120.368276078","37.984344888","310012","316230","W-564376","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","CEDAR","","","","","","2001","2001/08/19 00:00:00+00","231","0329","Human","Arson/incendiarism","","2001/08/19 00:00:00+00","231","0403","0.3","B","37.98435","-120.368289","PRIVATE","CA","Tuolumne","06109","Tuolumne County"
"-120.641775981","38.432013868","310013","316231","W-563301","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","INDIAN","","","","","","2001","2001/08/19 00:00:00+00","231","0633","Human","Missing data/not specified/undetermined","","2001/08/19 00:00:00+00","231","0718","1","B","38.432019","-120.641789","PRIVATE","CA","Amador","06005","Amador County"
"-118.495195683","35.077570048","310014","316232","W-563511","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","WATER","","","","","","2001","2001/08/19 00:00:00+00","231","0652","Human","Recreation and ceremony","","2001/08/19 00:00:00+00","231","0652","0.1","A","35.077575","-118.495208","PRIVATE","CA","Kern","06029","Kern County"
"-121.231347765","39.403683832","310015","316233","W-563889","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","CLARK","","","","","","2001","2001/08/19 00:00:00+00","231","1150","Human","Missing data/not specified/undetermined","","2001/08/19 00:00:00+00","231","1300","0.1","A","39.403689","-121.231361","PRIVATE","CA","Yuba","06115","Yuba County"
"-121.054497866","38.834033865","310016","316234","W-563286","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","PEDRO","","","","","","2001","2001/08/20 00:00:00+00","232","0600","Human","Arson/incendiarism","","2001/08/20 00:00:00+00","232","0610","0.1","A","38.834039","-121.054511","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.131237136","37.808383887","310017","316235","W-564377","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","HOLLOW","","","","","","2001","2001/08/20 00:00:00+00","232","1222","Human","Missing data/not specified/undetermined","","2001/08/20 00:00:00+00","232","1230","0.1","A","37.808389","-120.13125","USFS","CA","Tuolumne","06109","Tuolumne County"
"-120.923886878","38.905075849","310018","316236","W-563287","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","INDIAN","","","","","","2001","2001/08/20 00:00:00+00","232","1300","Human","Missing data/not specified/undetermined","","2001/08/20 00:00:00+00","232","1300","1","B","38.905081","-120.9239","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.916797838","39.222383822","310019","316237","W-563890","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","HORN","","","","","","2001","2001/08/20 00:00:00+00","232","1656","Human","Equipment and vehicle use","","2001/08/20 00:00:00+00","232","1718","0.3","B","39.222389","-120.916811","PRIVATE","CA","Nevada","06057","Nevada County"
"-121.716968016","36.638206103","310020","316238","W-563360","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","RESERVATION","","","","","","2001","2001/08/21 00:00:00+00","233","1106","Human","Equipment and vehicle use","","2001/08/21 00:00:00+00","233","1148","3","B","36.638211","-121.716981","BLM","CA","Monterey","06053","Monterey County"
"-120.826197922","38.677583861","310021","316239","W-563288","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","MA 146","","","","","","2001","2001/08/21 00:00:00+00","233","1307","Human","Debris and open burning","","2001/08/21 00:00:00+00","233","1312","0.1","A","38.677589","-120.826211","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.752575963","38.431163877","310022","316240","W-563289","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","OSTROM","","","","","","2001","2001/08/21 00:00:00+00","233","1501","Human","Equipment and vehicle use","","2001/08/21 00:00:00+00","233","1600","5","B","38.431169","-120.752589","PRIVATE","CA","Amador","06005","Amador County"
"-121.417405759","39.22909486","310023","316241","W-563891","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","MARYSVILLE","","","","","","2001","2001/08/24 00:00:00+00","236","1248","Human","Equipment and vehicle use","","2001/08/24 00:00:00+00","236","1255","6","B","39.2291","-121.417419","PRIVATE","CA","Yuba","06115","Yuba County"
"-120.676506015","38.0985059","310024","316242","W-564378","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","COOPERIDE","","","","","","2001","2001/08/24 00:00:00+00","236","1615","Human","Missing data/not specified/undetermined","","2001/08/24 00:00:00+00","236","1639","1","B","38.098511","-120.676519","PRIVATE","CA","Calaveras","06009","Calaveras County"
"-120.750717944","38.590525863","310025","316244","W-563290","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","VOGELSANG","","","","","","2001","2001/08/25 00:00:00+00","237","1417","Human","Equipment and vehicle use","","2001/08/25 00:00:00+00","237","1634","3","B","38.590531","-120.750731","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.512918005","38.403175861","310026","316245","W-564379","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","SKULL","","","","","","2001","2001/08/25 00:00:00+00","237","1905","Human","Equipment and vehicle use","","2001/08/25 00:00:00+00","237","1908","0.1","A","38.403181","-120.512931","PRIVATE","CA","Calaveras","06009","Calaveras County"
"-118.404587647","35.628330984","310027","316246","W-563512","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","INDIAN","","","","","","2001","2001/08/26 00:00:00+00","238","1738","Human","Equipment and vehicle use","","2001/08/26 00:00:00+00","238","1738","0.5","B","35.628336","-118.4046","PRIVATE","CA","Kern","06029","Kern County"
"-121.28709777","39.302475844","310028","316247","W-563894","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","STEWART","","","","","","2001","2001/08/27 00:00:00+00","239","0135","Human","Arson/incendiarism","","2001/08/27 00:00:00+00","239","0200","0.5","B","39.302481","-121.287111","PRIVATE","CA","Yuba","06115","Yuba County"
"-121.417475763","39.200113863","310029","316248","W-563892","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","GOLD FIELD","","","","","","2001","2001/08/27 00:00:00+00","239","0339","Human","Arson/incendiarism","","2001/08/27 00:00:00+00","239","0424","4","B","39.200119","-121.417489","PRIVATE","CA","Yuba","06115","Yuba County"
"-120.826586873","39.063194828","310030","316249","W-103798","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D050","PONDEROSA","2001_CA-NEU-14446_PONDEROSA","","CA3905812092020010827","PONDEROSA","","2001","2001/08/27 00:00:00+00","239","1230","Human","Equipment and vehicle use","","2001/08/30 00:00:00+00","242","1800","2688","F","39.0632","-120.8266","PRIVATE","CA","","",""
"-120.993867893","38.692833873","310031","316250","W-563291","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","ALHAMBRA","","","","","","2001","2001/08/27 00:00:00+00","239","1925","Human","Missing data/not specified/undetermined","","2001/08/27 00:00:00+00","239","1955","0.1","A","38.692839","-120.993881","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-121.034675858","38.921144856","310032","316251","W-563893","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","FORESTHILL","","","","","","2001","2001/08/28 00:00:00+00","240","0007","Human","Recreation and ceremony","","2001/08/28 00:00:00+00","240","0100","0.2","A","38.92115","-121.034689","BOR","CA","Placer","06061","Placer County"
"-118.290145663","35.665838973","310033","316252","W-563513","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","FAY","","","","","","2001","2001/08/30 00:00:00+00","242","2045","Human","Equipment and vehicle use","","2001/08/30 00:00:00+00","242","2045","0.1","A","35.665844","-118.290158","PRIVATE","CA","Kern","06029","Kern County"
"-121.380097765","39.229194858","310034","316253","W-563896","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","SMITH","","","","","","2001","2001/08/31 00:00:00+00","243","0629","Human","Missing data/not specified/undetermined","","2001/08/31 00:00:00+00","243","0644","0.1","A","39.2292","-121.380111","PRIVATE","CA","Yuba","06115","Yuba County"
"-120.202906338","35.782076083","310035","316254","W-564303","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","HIGHWAY","","","","","","2001","2001/08/31 00:00:00+00","243","1818","Human","Equipment and vehicle use","","2001/08/31 00:00:00+00","243","1900","0.1","A","35.782081","-120.202919","PRIVATE","CA","San Luis Obispo","06079","San Luis Obispo County"
"-120.993905895","38.678244874","310036","316255","W-563292","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","STROLLING","","","","","","2001","2001/08/31 00:00:00+00","243","2123","Human","Missing data/not specified/undetermined","","2001/08/31 00:00:00+00","243","2211","0.1","A","38.67825","-120.993919","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-120.240898101","37.955255881","310037","316256","W-564380","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","WALTER","","","","","","2001","2001/09/01 00:00:00+00","244","1432","Human","Equipment and vehicle use","","2001/09/01 00:00:00+00","244","1518","0.1","A","37.955261","-120.240911","PRIVATE","CA","Tuolumne","06109","Tuolumne County"
"-120.641975983","38.41757587","310038","316257","W-563293","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","PINE","","","","","","2001","2001/09/01 00:00:00+00","244","1652","Human","Misuse of fire by a minor","Minor","2001/09/01 00:00:00+00","244","1656","0.1","A","38.417581","-120.641989","PRIVATE","CA","Amador","06005","Amador County"
"-121.12909781","39.185144842","310039","316258","W-563897","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","HESTER","","","","","","2001","2001/09/02 00:00:00+00","245","1439","Human","Recreation and ceremony","","2001/09/02 00:00:00+00","245","1457","0.2","A","39.18515","-121.129111","PRIVATE","CA","Nevada","06057","Nevada County"
"-120.886386885","38.891075847","310040","316259","W-563294","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","GUNPOWDER","","","","","","2001","2001/09/02 00:00:00+00","245","1807","Human","Equipment and vehicle use","","2001/09/02 00:00:00+00","245","1817","0.1","A","38.891081","-120.8864","PRIVATE","CA","El Dorado","06017","El Dorado County"
"-119.762381422","35.644853068","310041","316260","W-563514","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","UNNAMED FIRE 0056","","","","","","2001","2001/09/02 00:00:00+00","245","2123","Human","Power generation/transmission/distribution","","2001/09/02 00:00:00+00","245","2123","1","B","35.644858","-119.762394","PRIVATE","CA","Kern","06029","Kern County"
"-119.758187421","35.667695065","310042","316261","W-104439","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D074","HOLLOWAY","","","","","","2001","2001/09/02 00:00:00+00","245","2123","Human","Power generation/transmission/distribution","","2001/09/02 00:00:00+00","245","2152","0.1","A","35.6677","-119.7582","BLM","CA","","",""
"-120.240668105","37.925713884","310043","316262","W-564381","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","BAKER","","","","","","2001","2001/09/03 00:00:00+00","246","0643","Human","Missing data/not specified/undetermined","","2001/09/03 00:00:00+00","246","0724","0.1","A","37.925719","-120.240681","BLM","CA","Tuolumne","06109","Tuolumne County"
"-118.111048685","35.749505953","310044","316263","W-563515","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","WELDON","","","","","","2001","2001/09/04 00:00:00+00","247","1409","Human","Equipment and vehicle use","","2001/09/04 00:00:00+00","247","1409","0.1","A","35.749511","-118.111061","PRIVATE","CA","Kern","06029","Kern County"
"-120.512187","38.446144858","310045","316264","W-563295","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District","","","D44Z","TIGER","","","","","","2001","2001/09/04 00:00:00+00","247","1431","Human","Missing data/not specified/undetermined","","2001/09/04 00:00:00+00","247","1450","0.1","A","38.44615","-120.5122","PRIVATE","CA","Amador","06005","Amador County"
