"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-84.758328901","35.324993249","1440001","19960585","TN-20053000030157","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030157","","","","","","","","2005","2005/03/26 00:00:00+00","85","1400","Human","Arson/incendiarism","","2005/03/26 00:00:00+00","85","1645","35","C","35.325","-84.7583333","PRIVATE","TN","McMinn","47107","McMinn County"
"-84.658328921","35.476659913","1440002","19960586","TN-20053000030158","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030158","","","","","","","","2005","2005/04/04 00:00:00+00","94","1545","Human","Debris and open burning","","2005/04/04 00:00:00+00","94","1715","1","B","35.4766667","-84.6583333","PRIVATE","TN","McMinn","47107","McMinn County"
"-84.833328875","35.389993238","1440003","19960587","TN-20053000030159","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030159","","","","","","","","2005","2005/04/06 00:00:00+00","96","1600","Human","Missing data/not specified/undetermined","","2005/04/06 00:00:00+00","96","1725","0.5","B","35.39","-84.8333333","PRIVATE","TN","McMinn","47107","McMinn County"
"-84.361662416","35.334993231","1440004","19960588","TN-20053000030160","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030160","","","","","","","","2005","2005/03/30 00:00:00+00","89","1600","Human","Debris and open burning","","2005/03/30 00:00:00+00","89","1830","0.5","B","35.335","-84.3616667","PRIVATE","TN","McMinn","47107","McMinn County"
"-84.868328861","35.451659927","1440005","19960589","TN-20053000030161","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030161","","","","","","","","2005","2005/04/05 00:00:00+00","95","1400","Human","Debris and open burning","","2005/04/05 00:00:00+00","95","1800","7","B","35.4516667","-84.8683333","PRIVATE","TN","Meigs","47121","Meigs County"
"-84.858328865","35.443326528","1440006","19960590","TN-20053000030162","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030162","","","","","","","","2005","2005/04/05 00:00:00+00","95","1345","Human","Debris and open burning","","2005/04/05 00:00:00+00","95","1800","28","C","35.4433333","-84.8583333","PRIVATE","TN","Meigs","47121","Meigs County"
"-84.389995722","35.091659982","1440007","19960595","TN-20053000030167","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030167","","","","","","","","2005","2005/03/12 00:00:00+00","71","0100","Human","Arson/incendiarism","","2005/03/12 00:00:00+00","71","1600","5","B","35.0916667","-84.39","PRIVATE","TN","Polk","47139","Polk County"
"-84.391662421","35.088326583","1440008","19960596","TN-20053000030168","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030168","","","","","","","","2005","2005/03/05 00:00:00+00","64","","Human","Arson/incendiarism","","2005/03/05 00:00:00+00","64","0330","2","B","35.0883333","-84.3916667","PRIVATE","TN","Polk","47139","Polk County"
"-85.476662082","35.503326541","1440009","19960597","TN-20053000030169","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030169","","","","","","","","2005","2005/04/20 00:00:00+00","110","1445","Human","Debris and open burning","","2005/04/20 00:00:00+00","110","1700","5","B","35.5033333","-85.4766667","PRIVATE","TN","Sequatchie","47153","Sequatchie County"
"-85.35499544","35.134993312","1440010","19960598","TN-20053000030170","NONFED","ST-TNTNS","ST/C&L","USTNTNS","Tennessee Division of Forestry","TNTNS","Tennessee Division of Forestry","","20053000030170","","","","","","","","2005","2005/04/25 00:00:00+00","115","1630","Human","Arson/incendiarism","","2005/04/25 00:00:00+00","115","2100","2","B","35.135","-85.355","STATE","TN","Hamilton","47065","Hamilton County"
