"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-95.743544034","47.022505886","2300001","400648373","IRW-2020-MNMNA-000107","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000107","M4LU","CORNER","","","","","","2020","2020/05/20 00:00:00+00","141","","Human","Recreation and ceremony","","2020/05/20 00:00:00+00","141","","0.1","A","47.02251398","-95.7435528","BIA","MN","Becker","27005","Becker County"
"-95.823544692","47.018296403","2300002","400648374","IRW-2020-MNMNA-000113","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000113","NNN4","GOAT RANCH","","","","","","2020","2020/10/07 00:00:00+00","281","","Human","Debris and open burning","","2020/10/07 00:00:00+00","281","","3","B","47.01830449","-95.82355348","BIA","MN","Becker","27005","Becker County"
"-95.848331394","47.088517896","2300003","400648375","IRW-2020-MNMNA-000075","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000075","M3C0","STOMP 3","","","","","","2020","2020/05/03 00:00:00+00","124","","Human","Arson/incendiarism","","2020/05/03 00:00:00+00","124","","0.1","A","47.08852599","-95.8483402","BIA","MN","Becker","27005","Becker County"
"-95.863134608","47.096529736","2300004","400648376","IRW-2020-MNMNA-000026","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000026","M2HE","BENT","","","","","","2020","2020/04/20 00:00:00+00","111","","Human","Arson/incendiarism","","2020/04/20 00:00:00+00","111","","0.1","A","47.09653783","-95.86314342","BIA","MN","Becker","27005","Becker County"
"-95.849634574","47.083870616","2300005","400648377","IRW-2020-MNMNA-000036","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000036","M2MS","SCAR","","","","","","2020","2020/04/22 00:00:00+00","113","","Human","Arson/incendiarism","","2020/04/22 00:00:00+00","113","","0.1","A","47.08387871","-95.84964338","BIA","MN","Becker","27005","Becker County"
"-95.863980948","47.093196126","2300006","400648378","IRW-2020-MNMNA-000094","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000094","M37V","BEARCLAN","","","","","","2020","2020/05/14 00:00:00+00","135","","Human","Arson/incendiarism","","2020/05/14 00:00:00+00","135","","0.1","A","47.09320422","-95.86398976","BIA","MN","Becker","27005","Becker County"
"-95.851539501","47.096480915","2300007","400648379","IRW-2020-MNMNA-000022","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000022","M2EQ","DOMINO","","","","","","2020","2020/04/19 00:00:00+00","110","","Human","Debris and open burning","","2020/04/19 00:00:00+00","110","","10.5","C","47.09648901","-95.85154831","BIA","MN","Becker","27005","Becker County"
"-95.85866552","47.094514816","2300008","400648380","IRW-2020-MNMNA-000069","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000069","M3BE","HILLTOP","","","","","","2020","2020/05/03 00:00:00+00","124","","Human","Debris and open burning","","2020/05/03 00:00:00+00","124","","0.5","B","47.09452291","-95.85867433","BIA","MN","Becker","27005","Becker County"
"-95.852102213","47.083332567","2300009","400648381","IRW-2020-MNMNA-000059","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000059","M2XA","CHEETO","","","","","","2020","2020/04/27 00:00:00+00","118","","Human","Debris and open burning","","2020/04/27 00:00:00+00","118","","0.1","A","47.08334066","-95.85211102","BIA","MN","Becker","27005","Becker County"
"-95.848117914","47.084280866","2300010","400648382","IRW-2020-MNMNA-000042","INTERAGCY","IA-IRWIN","BIA","USMNMNA","Minnesota Agency","MNMNA","Minnesota Agency","","000042","M2NX","TOWER","","","","","","2020","2020/04/23 00:00:00+00","114","","Human","Arson/incendiarism","","2020/04/23 00:00:00+00","114","","0.1","A","47.08428896","-95.84812672","BIA","MN","Becker","27005","Becker County"
