"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-82.892566933","32.912786154","455001","489473","SFO-GA0403-37-303-0006-07","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/07/10 00:00:00+00","192","","Human","Missing data/not specified/undetermined","","","","","0.77","B","32.91279246","-82.89257066","OTHER FEDERAL","GA","Washington","13303","Washington County"
"-82.584495628","33.025300518","455002","489474","SFO-GA0403-37-303-0007-07","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/07/12 00:00:00+00","194","","Human","Missing data/not specified/undetermined","","","","","2.55","B","33.02530686","-82.58449927","PRIVATE","GA","Washington","13303","Washington County"
"-82.831784793","33.076025886","455003","489475","SFO-GA0403-37-303-0008-07","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/07/17 00:00:00+00","199","","Natural","Natural","","","","","0.97","B","33.07603223","-82.83178851","PRIVATE","GA","Washington","13303","Washington County"
"-82.88455831","33.039165616","455004","489476","SFO-GA0403-37-303-0009-07","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/07/21 00:00:00+00","203","","Natural","Natural","","","","","0.17","A","33.03917195","-82.88456204","PRIVATE","GA","Washington","13303","Washington County"
"-82.834410576","33.202243538","455005","489477","SFO-GA0403-37-303-0010-07","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/07/24 00:00:00+00","206","","Natural","Natural","","","","","8.4","B","33.20224991","-82.8344143","PRIVATE","GA","Washington","13303","Washington County"
"-82.657566751","32.925143903","455006","489478","SFO-GA0403-37-303-0011-08","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/08/01 00:00:00+00","214","","Natural","Natural","","","","","0.61","B","32.92515022","-82.65757041","PRIVATE","GA","Washington","13303","Washington County"
"-82.615128403","32.943737417","455007","489479","SFO-GA0403-37-303-0012-08","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/08/02 00:00:00+00","215","","Human","Equipment and vehicle use","","","","","0.47","B","32.94374374","-82.61513205","PRIVATE","GA","Washington","13303","Washington County"
"-82.902676972","32.88557694","455008","489480","SFO-GA0403-37-303-0013-08","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/08/04 00:00:00+00","217","","Natural","Natural","","","","","0.17","A","32.88558324","-82.9026807","PRIVATE","GA","Washington","13303","Washington County"
"-82.678438856","32.8978086","455009","489481","SFO-GA0403-37-303-0014-08","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/08/10 00:00:00+00","223","","Human","Arson/incendiarism","","","","","0.27","B","32.89781491","-82.67844252","OTHER FEDERAL","GA","Washington","13303","Washington County"
"-82.723463538","33.014440486","455010","489482","SFO-GA0403-37-303-0015-08","NONFED","ST-NASF","ST/C&L","USGAGAS","Georgia Forestry Commission","GA Milledgeville","GAS Oconee District, Milledgeville Office","","","","","","","","","","2008","2008/08/11 00:00:00+00","224","","Human","Equipment and vehicle use","","","","","3.64","B","33.01444682","-82.72346722","PRIVATE","GA","Washington","13303","Washington County"
