"﻿X","Y","OBJECTID","FOD_ID","FPA_ID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_AGENCY","NWCG_REPORTING_UNIT_ID","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT","SOURCE_REPORTING_UNIT_NAME","LOCAL_FIRE_REPORT_ID","LOCAL_INCIDENT_ID","FIRE_CODE","FIRE_NAME","ICS_209_PLUS_INCIDENT_JOIN_ID","ICS_209_PLUS_COMPLEX_JOIN_ID","MTBS_ID","MTBS_FIRE_NAME","COMPLEX_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","DISCOVERY_TIME","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_DATE","CONT_DOY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","COUNTY","FIPS_CODE","FIPS_NAME"
"-110.995999992","33.344579991","2290001","400636491","IRW-2020-AZA4S-000707","INTERAGCY","IA-IRWIN","ST/C&L","USAZA4S","Arizona Department of Forestry and Fire Management - Central District","AZA4S","Arizona Department of Forestry and Fire Management - Central District","","000707","M5NP","OAK FLATT","","","","","","2020","2020/06/02 00:00:00+00","154","","Human","Missing data/not specified/undetermined","","2020/06/02 00:00:00+00","154","","1.5","B","33.34458515","-110.99601079","USFS","AZ","Pinal","04021","Pinal County"
"-111.504320087","33.393803961","2290002","400636492","IRW-2020-AZPHD-000400","INTERAGCY","IA-IRWIN","BLM","USAZPHD","Phoenix District Office","AZPHD","Phoenix District Office","","000400","M3PJ","SOUTHERN","","","","","","2020","2020/05/07 00:00:00+00","128","","Human","Missing data/not specified/undetermined","","2020/05/12 00:00:00+00","133","","50","C","33.3938091","-111.50433099","BOR","AZ","Pinal","04021","Pinal County"
"-111.38529999","33.405079993","2290003","400636493","IRW-2020-AZTNF-002551","INTERAGCY","IA-IRWIN","FS","USAZTNF","Tonto National Forest","AZTNF","Tonto National Forest","","002551","NGU0","SUPERSTITION","2020_11832454_SUPERSTITION","","AZ3340511138520200820","SUPERSTITION","","2020","2020/08/20 00:00:00+00","233","","Natural","Natural","","2020/09/10 00:00:00+00","254","","9539","G","33.40508514","-111.38531087","USFS","AZ","Pinal","04021","Pinal County"
"-111.473799992","33.408539997","2290004","400636494","IRW-2020-AZTNF-002897","INTERAGCY","IA-IRWIN","FS","USAZTNF","Tonto National Forest","AZTNF","Tonto National Forest","","002897","NM0V","BROADWAY","","","","","","2020","2020/09/30 00:00:00+00","274","","Human","Missing data/not specified/undetermined","","2020/09/30 00:00:00+00","274","","0.1","A","33.40854514","-111.47381089","USFS","AZ","Pinal","04021","Pinal County"
"-111.025999999","33.43834","2290005","400636495","IRW-2020-AZTNF-001405","INTERAGCY","IA-IRWIN","FS","USAZTNF","Tonto National Forest","AZTNF","Tonto National Forest","","001405","M5ZX","MILES","","","","","","2020","2020/06/05 00:00:00+00","157","","Natural","Natural","","2020/06/09 00:00:00+00","161","","21.2","C","33.43834517","-111.02601081","USFS","AZ","Pinal","04021","Pinal County"
"-111.498099994","33.451679992","2290006","400636496","IRW-2020-AZPHD-002077","INTERAGCY","IA-IRWIN","BLM","USAZPHD","Phoenix District Office","AZPHD","Phoenix District Office","","002077","NML1","GHOST","","","","","","2020","2020/09/28 00:00:00+00","272","","Human","Equipment and vehicle use","","2020/09/28 00:00:00+00","272","","0.1","A","33.45168514","-111.4981109","BLM","AZ","Pinal","04021","Pinal County"
"-111.497099994","33.452269992","2290007","400636497","IRW-2020-AZPHD-002450","INTERAGCY","IA-IRWIN","BLM","USAZPHD","Phoenix District Office","AZPHD","Phoenix District Office","","002450","NSS9","MAMMOTH","","","","","","2020","2020/12/28 00:00:00+00","363","","Human","Smoking","","2020/12/28 00:00:00+00","363","","0.1","A","33.45227514","-111.4971109","BLM","AZ","Pinal","04021","Pinal County"
"-111.541299998","33.55620999","2290008","400636498","IRW-2020-AZTNF-000972","INTERAGCY","IA-IRWIN","FS","USAZTNF","Tonto National Forest","AZTNF","Tonto National Forest","","000972","M4JS","HAY","","","","","","2020","2020/05/19 00:00:00+00","140","","Human","Arson/incendiarism","","2020/05/19 00:00:00+00","140","","0.1","A","33.55621515","-111.54131092","USFS","AZ","Maricopa","04013","Maricopa County"
"-111.530699998","33.585799996","2290009","400636499","IRW-2020-AZTNF-001583","INTERAGCY","IA-IRWIN","FS","USAZTNF","Tonto National Forest","AZTNF","Tonto National Forest","","001583","M6N8","WHIRLPOOL","","","","","","2020","2020/06/13 00:00:00+00","165","","Human","Equipment and vehicle use","","2020/06/21 00:00:00+00","173","","0.1","A","33.58580516","-111.53071092","USFS","AZ","Maricopa","04013","Maricopa County"
"-111.688899997","33.576529995","2290010","400636500","IRW-2020-AZSRA-003002","INTERAGCY","IA-IRWIN","BIA","USAZSRA","Salt River Agency","AZSRA","Salt River Agency","","003002","NN4W","CORAL","","","","","","2020","2020/10/14 00:00:00+00","288","","Human","Missing data/not specified/undetermined","","2020/10/14 00:00:00+00","288","","0.1","A","33.57653515","-111.68891095","BIA","AZ","Maricopa","04013","Maricopa County"
